name,domain,year founded,industry,size range,city, state,country, linkedin url,current employee estimate,total employee estimate,Score,reviews,salaries,interviews,KMT,market_cap,enterprise_value,trailing_pe,forward_pe,peg_ratio_5,price_sales,price_book,enterprise_value_revenue,enterprise_value_ebitda,profit_margin,operating_margin,return_on_assets,return_on_equity,revenue,revenue_per_share,quarterly_revenue_share,gross_profit,ebitda,net_income_avi_to_common,diluted_eps,quarterly_earnings_growth,total_cash,total_cash_per_share,total_dept,total_dept_per_equity,operating_cash_flow,leveraged_free_cash_flow,stock_beta_3y,stock 52_week,stock_sp500_52_week,stock_52_week_high,stock_52_week_low,website_rank,organic_traffic,traffic_cost
grist,grist.org,1999.0,online media,51 - 200,seattle, washington, united states,linkedin.com/company/grist,36,147,2.6,21.0,6,2,AGRS,42400.0,559920.0,,,,0.02,0.1,0.31,-0.74,-0.4413,-0.4306,-0.2892,-0.9715,1820000.0,0.06,0.20800000000000002,746120.0,-755600.0,-805230.0,-0.025,,-4400.0,-0.0,519650.0,121.93,-85570.0,97100.0,-0.48,-0.725,0.1325,0.005,0.001,49338,112.63K,$10.76K
encore group,encorepools.com,2002.0,design,1 - 10,paramus, new jersey, united states,linkedin.com/company/encore-group,4,9,3.2,21.0,7,1,GNC,275680000.0,1690000000.0,6.42,6.27,-0.2,0.13,,0.79,8.77,0.0267,0.0719,0.061,,2150000000.0,25.66,-0.14,771750000.0,192640000.0,42560000.0,0.508,,121860000.0,1.44,1330000000.0,3723.4,137820000.0,232830000.0,1.25,0.0031,0.1325,3.5,1.32,N/A,N/A,N/A
viking,laboratoriya-viking.ru,2010.0,food & beverages,11 - 50,moscow, moscow city, russia,linkedin.com/company/viking-laboratory-,5,9,4.5,21.0,15,3,VKTX,607010000.0,301610000.0,,-13.12,-0.5,,2.14,,,0.0,0.0,-0.0646,-0.0805,,,,,,-23570000.0,-0.33,,288070000.0,3.99,733000.0,0.26,-15690000.0,-13160000.0,2.28,-0.2851,0.1325,12.62,6.15,N/A,N/A,N/A
nava,navahq.com,2015.0,computer software,51 - 200,washington, district of columbia, united states,linkedin.com/company/nava-pbc,43,53,4.0,21.0,10,14,DVAX,493130000.0,514010000.0,,-6.0,,16.46,12.59,17.15,-4.52,0.0,-4.3985,-0.3066,-2.2885,29970000.0,0.45,6.2379999999999995,-77690000.0,-113640000.0,-159080000.0,-2.38,,174950000.0,2.09,217640000.0,555.82,-131870000.0,-96700000.0,0.51,-0.5328,0.1325,12.49,2.6,N/A,N/A,N/A
doc,doc.govt.nz,1987.0,government administration,5001 - 10000,wellington, florida, united states,linkedin.com/company/docgovtnz,1735,3040,2.6,21.0,15,3,DOCU,11940000000.0,11660000000.0,,169.55,7.34,14.42,21.06,14.09,-63.29,-0.282,-0.2756,-0.0973,-0.3563,827690000.0,4.84,0.41,510610000.0,-184290000.0,-233410000.0,-1.37,,750250000.0,4.26,619620000.0,109.34,110460000.0,237820000.0,,0.6598999999999999,0.1325,69.89,35.06,N/A,N/A,N/A
generation,generation.com.tr,2010.0,marketing and advertising,51 - 200,i̇stanbul, istanbul, turkey,linkedin.com/company/generation-m,20,57,4.9,21.0,6,3,BTGN,3420000.0,631700.0,,,,,,,,0.0,0.0,-10867.2549,,,,,,,-1000000.0,,,103.0,0.0,629790.0,,-3.0,340950.0,1.67,-0.5135000000000001,0.1325,0.2,0.0001,N/A,N/A,N/A
quisitive,quisitive.com,2016.0,information technology and services,51 - 200,irving, texas, united states,linkedin.com/company/quisitive-inc.,45,90,3.1,21.0,21,1,QUISF,7170000.0,23470000.0,,,,0.47,1.81,1.53,-29.28,-0.5047,-0.2115,,,15330000.0,0.18,0.368,4670000.0,-801630.0,-7740000.0,-0.092,,998810.0,0.01,16850000.0,399.43,-2390000.0,,,-0.4716,0.1325,0.1898,0.0851,N/A,N/A,N/A
iom,iom.int,1951.0,non-profit organization management,10001+,orange, florida, united states,linkedin.com/company/iom,5022,12207,3.9,233.0,58,41,ABMD,9930000000.0,9660000000.0,45.93,44.54,2.14,12.11,10.04,11.78,36.43,0.2692,0.3028,0.15439999999999998,0.2475,820280000.0,18.16,0.128,639870000.0,265220000.00000003,220820000.0,4.79,-0.7390000000000001,445320000.0,9.86,12700000.0,1.28,283890000.0,159590000.0,0.37,-0.3031,0.1325,364.31,155.02,66280,74.23K,$2.59K
gett,gett.com,2010.0,internet,1001 - 5000,london, greater london, united kingdom,linkedin.com/company/gettaxi,468,859,4.1,209.0,60,110,GTY,1360000000.0,1790000000.0,28.03,27.8,,9.75,2.33,12.84,18.94,0.3519,0.5089,0.0383,0.0863,139820000.0,3.42,0.05,112460000.0,94780000.0,48970000.0,1.18,0.086,35640000.0,0.87,476710000.0,81.5,72640000.0,114470000.0,0.53,0.1628,0.1325,35.03,27.56,37381,164.90K,$303
epson,epson.com,1942.0,computer hardware,1001 - 5000,suwa, nagano, japan,linkedin.com/company/epson,982,3579,3.3,167.0,122,24,SEKEF,5030000000.0,5000000000.0,11.9,,,,1.05,,,0.0426,0.0,0.0376,0.0864,,,-0.02,412610000000.0,,,1.21,0.32799999999999996,,,,40.33,,,1.29,-0.1456,0.1325,16.9,13.64,3846,2.94M,$87.44K
cowi,cowi.com,1930.0,civil engineering,10001+,lyngby, central jutland, denmark,linkedin.com/company/cowi,3998,8893,3.6,93.0,108,21,COWI,11940.0,6120000.0,,,,0.0,,0.88,80.32,-0.3027,0.0099,0.1261,,6930000.0,0.0,0.455,1090000.0,76190.0,-2100000.0,-0.0,,55880.0,0.0,6070000.0,,363880.0,-741180.0,-14.84,-0.9,0.1325,0.0001,0.0,N/A,N/A,N/A
idc,idc.com,1964.0,market research,1001 - 5000,framingham, massachusetts, united states,linkedin.com/company/idc,2038,5621,3.5,57.0,32,11,IDCC,1770000000.0,1330000000.0,234.32,44.83,8.07,6.07,2.27,4.57,14.48,0.0277,0.0561,0.006,0.0042,292090000.0,9.05,-0.034,183320000.0,92080000.0,8090000.0,0.24,-0.897,947620000.0,30.44,459020000.0,57.14,42150000.0,33630000.0,0.99,-0.2433,0.1325,76.9,47.02,51898,105.30K,$13.34K
oneshield,oneshield.com,1999.0,insurance,201 - 500,marlborough, massachusetts, united states,linkedin.com/company/oneshield,132,324,3.6,42.0,49,11,DRSHF,45640000.0,51250000.0,,,,,,,,-1.6069,0.0,-1.0282,-2.917,,,5.662999999999999,695750.0,,,,,,,,49.44,,,-1.25,1.5238,0.1325,0.259,0.08,N/A,N/A,N/A
vertic,vertic.com,2002.0,marketing and advertising,51 - 200,new york, new york, united states,linkedin.com/company/verticportals,85,286,3.8,39.0,6,2,IIIV,594000000.0,510890000.0,,23.61,1.06,1.69,3.97,1.45,20.31,-0.0036,0.0341,0.0294,0.0273,351800000.0,38.47,0.153,68650000.0,25150000.0,-1330000.0,-0.15,,1510000.0,0.1,137640000.0,98.05,19720000.0,19660000.0,,0.16190000000000002,0.1325,31.45,17.14,270018,8.02K,$6
winpak,winpak.com,1976.0,packaging and containers,501 - 1000,winnipeg, manitoba, canada,linkedin.com/company/winpak,417,753,3.2,35.0,31,7,WIPKF,2280000000.0,1940000000.0,20.2,,,2.59,2.3,2.2,9.76,0.1306,0.1782,0.0873,0.1202,878520000.0,13.52,-0.036000000000000004,270060000.0,198440000.0,114780000.0,1.77,0.027000000000000003,415180000.0,6.39,3120000.0,0.3,157960000.0,76670000.0,-0.16,0.0174,0.1325,36.67,31.5,N/A,N/A,N/A
method,method.com,1999.0,design,51 - 200,san francisco, california, united states,linkedin.com/company/methodinc,76,486,3.6,30.0,59,9,MEI,1360000000.0,1590000000.0,14.35,9.91,0.68,1.3,1.9,1.52,8.45,0.0919,0.1354,0.08199999999999999,0.1429,1050000000.0,27.96,0.209,274200000.0,188500000.0,96200000.0,2.55,0.19399999999999998,73800000.0,1.99,309900000.0,43.38,101100000.0,32950000.000000004,1.45,0.2376,0.1325,37.42,20.99,N/A,N/A,N/A
zanett,zanett.com,1999.0,information technology and services,51 - 200,new york, new york, united states,linkedin.com/company/zanett,54,357,3.0,29.0,43,1,MSSZF,,218150000.0,,,,,,,,0.0171,0.0,0.0269,0.0487,,,0.035,272140000.0,,,,-0.11699999999999999,,,,108.13,,,1.08,-0.0305,0.1325,7.16,6.36,N/A,N/A,N/A
staar surgical,staar.com,1982.0,medical devices,201 - 500,monrovia, california, united states,linkedin.com/company/staar-surgical,173,400,3.4,24.0,17,5,STAA,1550000000.0,1480000000.0,192.83,128.56,6.58,10.87,10.37,10.41,104.64,0.06150000000000001,0.0748,0.0374,0.063,142490000.0,3.21,0.22899999999999998,91510000.0,14180000.0,8770000.0,0.18,0.637,112330000.0,2.52,10360000.0,6.93,18350000.0,6610000.0,2.33,-0.15,0.1325,43.7,21.7,N/A,N/A,N/A
rcs,rcs.co.za,1999.0,financial services,1001 - 5000,cape town, western cape, south africa,linkedin.com/company/rcs_2,483,791,3.0,24.0,7,2,RCS,407960000.0,619310000.0,15.35,,,11.4,1.31,17.31,,0.738,0.9176,0.0124,0.08470000000000001,35780000.0,0.82,-0.182,35780000.0,,26410000.0,0.61,40.673,3720000.0,0.09,221610000.0,71.65,-37310000.0,307550000.0,0.43,0.0011,0.1325,10.69,8.82,306748,6.43K,$408
compass group,compass-group.com,1941.0,food & beverages,10001+,chertsey, surrey, united kingdom,linkedin.com/company/compass-group,11140,30352,3.4,1800.0,2100.0,257,CPG,2140000000.0,2140000000.0,,196.5,,,0.32,,,-0.8522,0.0,-0.129,-0.326,,,-0.276,2310000000.0,,,-0.391,,,,,59.16,,,1.91,0.0154,0.1325,4.76,2.43,145774,22.10K,$801
moka,moka.org,1978.0,mental health care,201 - 500,muskegon, michigan, united states,linkedin.com/company/moka_2,136,284,3.1,23.0,13,3,CTO,330000000.0,608430000.0,11.39,13.05,,4.28,1.66,7.88,12.73,0.3932,0.4409,0.0401,0.154,77170000.0,14.99,-0.325,67000000.0,47810000.0,31190000.0,5.88,4.0169999999999995,5520000.0,1.12,282470000.0,141.94,42780000.0,36720000.0,0.81,0.1585,0.1325,68.64,49.23,N/A,N/A,N/A
fortune brands home & security,fbhs.com,2011.0,consumer goods,201 - 500,deerfield, illinois, united states,linkedin.com/company/fortune-brands-home-&-security,152,474,4.2,22.0,92,5,FBHS,8720000000.0,10870000000.0,21.49,15.91,2.39,1.53,3.73,1.9,12.17,0.0723,0.1294,0.0742,0.1806,5710000000.0,40.75,0.057,1980000000.0,892900000.0,413000000.0,2.92,0.057999999999999996,336200000.0,2.42,2520000000.0,107.9,614100000.0,408790000.0,1.53,0.4493,0.1325,62.86,35.27,N/A,N/A,N/A
case,case.org,1974.0,non-profit organization management,501 - 1000,washington, district of columbia, united states,linkedin.com/company/case,318,735,4.0,22.0,13,2,CASY,6060000000.0,7490000000.0,28.71,24.68,3.35,0.72,4.2,0.89,12.74,0.0262,0.0409,0.0582,0.1575,8390000000.000002,228.15,0.009000000000000001,1950000000.0,588080000.0,219480000.0,5.92,0.222,96730000.0,2.63,1370000000.0,92.15,559300000.0,93650000.0,0.51,0.325,0.1325,174.88,116.23,43257,135.12K,$1.65K
synectics,synecticsworld.com,1961.0,management consulting,11 - 50,waltham, massachusetts, united states,linkedin.com/company/synecticsworld,22,109,3.1,22.0,15,2,SNX,6030000000.0,9120000000.0,13.47,8.95,0.79,0.26,1.66,0.4,7.75,0.0192,0.0355,0.0547,0.14859999999999998,23010000000.0,463.84,0.28600000000000003,1930000000.0,1180000000.0,436630000.0,8.76,0.8390000000000001,262280000.0,5.14,3330000000.0,92.42,343560000.0,76360000.0,1.0,0.4915,0.1325,122.43,71.83,N/A,N/A,N/A
citrus,citrus.com.au,1996.0,marketing and advertising,201 - 500,marion, indiana, united states,linkedin.com/company/citrus,114,248,3.7,22.0,5,3,FCIT,51030000.0,10850000.0,13.23,,,3.2,1.48,0.68,,0.2547,0.3381,0.0101,0.1058,15960000.0,8.18,0.033,15310000.0,,4060000.0,2.03,-0.151,78570000.0,38.65,34940000.0,,,,0.67,0.1143,0.1325,26.95,20.75,N/A,N/A,N/A
atcs,atcsgroup.net,2010.0,legal services,11 - 50,farmingdale, new york, united states,linkedin.com/company/atcs,17,19,3.8,21.0,22,3,EINF,5870.0,9310000.0,0.02,,,0.0,,0.99,6.91,0.1059,0.1358,0.2912,,9410000.0,251.19,0.255,6330000.0,1350000.0,733000.0,14.638,,711000.0,12.11,768000.0,,-443000.0,-501380.0,-0.39,-0.7917000000000001,0.1325,1.3,0.25,N/A,N/A,N/A
edsa,edsaplan.com,1960.0,architecture & planning,201 - 500,fort lauderdale, florida, united states,linkedin.com/company/edsa,153,594,3.8,21.0,63,18,EDSA,36550000.0,30930000.0,,,,73093.54,5.88,61868.22,-11.79,0.0,-5252.9717,,,500.0,0.0,,,-2620000.0,-2530000.0,-5.794,,6360000.0,0.85,,,-4120000.0,,,-0.1548,0.1325,17.4,3.28,238383,9.81K,$38
newlink genetics,linkp.com,1999.0,biotechnology,51 - 200,ames, iowa, united states,linkedin.com/company/newlink-genetics,83,245,4.1,21.0,27,1,NLNK,58580000.0,-41320000.0,,-1.45,-2.78,83.1,0.68,-58.6,0.91,0.0,-65.37729999999999,-0.2342,-0.4342,705000.0,0.02,1.05,-32720000.0,-45270000.0,-45290000.0,-1.215,,98530000.0,2.64,1990000.0,2.3,,,,-0.2871,0.1325,2.27,1.13,N/A,N/A,N/A
esystems,esistemas.es,2008.0,information technology and services,1 - 10,estepa, andalusia, spain,linkedin.com/company/esystems,3,6,4.0,21.0,271,5,MBT,8430000000.0,8250000000.0,77.19,8.57,7257.0,,4.55,,,0.0148,0.0,0.0911,0.8387,,,0.094,304020000000.0,,,0.12,-0.11,,,,1337.75,,,0.99,0.1018,0.1325,9.63,6.64,N/A,N/A,N/A
tech systems,techsystemsinc.com,1987.0,security and investigations,201 - 500,duluth, georgia, united states,linkedin.com/company/tech-systems,152,268,3.0,21.0,17,6,ASYS,73760000.0,30720000.0,,17.83,6.5,0.45,0.85,0.19,3.62,-0.0908,0.0425,0.0301,-0.0029,164310000.0,11.45,-0.26899999999999996,55160000.0,8500000.0,-283000.0,-1.04,-0.588,49110000.0,3.44,5640000.0,6.51,27810000.0,15640000.0,2.24,-0.0227,0.1325,7.18,4.03,389165,4.26K,$577
iworks,iworks.com.br,2011.0,computer software,51 - 200,sao paulo, sao paulo, brazil,linkedin.com/company/iworks,25,45,4.9,21.0,19,,AWKS,,194360.0,2.14,,,,,0.78,5.29,0.0885,0.0827,0.0524,,247760.0,1.32,-0.418,95490.0,36760.0,21930.0,0.117,,6230.0,0.03,12060.0,,-289470.0,79590.0,158.77,82.3333,0.1325,0.25,0.0003,N/A,N/A,N/A
lmo,lmo.dk,2008.0,management consulting,201 - 500,hinnerup, midtjylland, denmark,linkedin.com/company/lmo,144,285,2.9,21.0,28,4,CL,57320000000.0,65550000000.0,24.77,22.37,23.17,3.7,,4.23,16.24,0.15039999999999998,0.22899999999999998,0.1607,46.9434,15490000000.0,17.97,0.022000000000000002,9260000000.0,4040000000.0,2330000000.0,2.7,0.105,1060000000.0,1.23,8800000000.0,5059.77,3020000000.0,2140000000.0,0.72,0.0679,0.1325,76.41,57.51,N/A,N/A,N/A
linc,lincintegrated.com,2000.0,marketing and advertising,51 - 200,northbridge, western australia, australia,linkedin.com/company/linc,64,154,2.9,21.0,13,2,LECO,5550000000.0,6180000000.0,18.2,17.77,4.36,1.84,6.83,2.05,13.45,0.105,0.1264,0.0995,0.363,3010000000.0,48.05,-0.009000000000000001,1030000000.0,459420000.0,316230000.0,4.99,0.027000000000000003,156610000.0,2.56,781420000.0,96.02,380040000.0,224860000.0,1.24,0.0971,0.1325,94.54,72.27,N/A,N/A,N/A
gsi,gsicorp.com,1996.0,staffing and recruiting,501 - 1000,tampa, florida, united states,linkedin.com/company/gsi,490,621,4.4,21.0,12,4,GSIT,175730000.0,110440000.0,635.0,,-2.05,3.37,1.83,2.12,126.08,0.0051,-0.0116,-0.0036,0.0029,52150000.0,2.33,-0.085,31630000.0,876000.0,267000.0,0.01,,68080000.0,2.95,949000.0,0.99,2500000.0,1930000.0,1.37,0.3208,0.1325,9.0,4.62,N/A,N/A,N/A
mike,mikeci.com,2009.0,computer software,51 - 200,leeds, leeds, united kingdom,linkedin.com/company/mike,60,64,2.7,21.0,6,,MIKP,448400.0,1380000.0,,,,,,,-11.56,0.0,0.0,,,,,,,-119110.0,-278540.0,-0.0,,,,925940.0,,-21140.0,,,1.0,0.1325,0.0008,0.0,N/A,N/A,N/A
falcon,falcon.co.uk,1993.0,business supplies and equipment,201 - 500,tring, hertfordshire, united kingdom,linkedin.com/company/falcon,115,173,3.4,21.0,15,1,FLMN,551800000.0,459290000.0,15.89,14.27,-2.56,6.75,2.23,5.62,7.24,0.2284,0.6119,0.1052,0.1598,81710000.0,1.78,-0.332,93510000.0,63460000.0,18530000.0,0.4,-0.772,2630000.0,0.06,38000000.0,15.1,67340000.0,28590000.0,,-0.1629,0.1325,9.53,5.31,N/A,N/A,N/A
echo energy,echoenergy.com,2011.0,oil & energy,51 - 200,oklahoma city, oklahoma, united states,linkedin.com/company/echo-energy-llc,73,118,3.9,21.0,2,3,ECHO,569920000.0,749370000.0,27.77,14.2,-5.72,0.25,1.44,0.34,11.1,0.0091,0.0198,0.0308,0.0526,2240000000.0,82.81,-0.129,420360000.0,67540000.0,20340000.0,0.75,-0.484,26420000.0,0.97,192500000.0,50.25,99530000.0,59100000.0,1.91,-0.1809,0.1325,26.3,18.0,N/A,N/A,N/A
bank of marin,bankofmarin.com,1989.0,banking,201 - 500,novato, california, united states,linkedin.com/company/bank-of-marin,172,311,3.6,20.0,15,6,BMRC,615140000.0,459220000.0,18.03,18.86,1.86,5.87,1.84,4.38,,0.3321,0.4562,0.0136,0.1085,104850000.0,7.65,0.027000000000000003,101680000.0,,34820000.0,2.51,0.08800000000000001,172470000.0,12.77,18210000.0,,42020000.0,,0.54,0.07690000000000001,0.1325,45.64,38.0,320925,5.93K,$247
luna,luna.be,1993.0,public relations and communications,501 - 1000,aalst, oost-vlaanderen, belgium,linkedin.com/company/luna,171,238,3.0,20.0,33,6,LUNA,195930000.0,178220000.0,53.68,27.06,,3.03,3.02,2.76,31.39,0.0641,0.0576,0.0297,0.0488,64569999.99999999,2.3,0.7240000000000001,19440000.0,5680000.0,2720000.0,0.12,-0.861,21410000.0,0.71,3700000.0,5.71,1220000.0,-2970000.0,0.73,0.8414,0.1325,7.2,2.68,N/A,N/A,N/A
xant,xant.eu,2011.0,renewables & environment,1 - 10,brussels, brussels hoofdstedelijk gewest, belgium,linkedin.com/company/xant,3,5,2.5,20.0,12,3,XAN,376200000.0,2210000000.0,12.68,9.73,2.03,6.01,0.66,35.3,,0.6311,0.6554000000000001,0.0178,0.071,62640000.0,2.0,0.183,56880000.0,,29440000.0,0.93,0.456,51290000.0,1.63,1890000000.0,338.16,45410000.0,,0.79,0.0723,0.1325,11.9,9.72,N/A,N/A,N/A
tib,tib.com.uy,2010.0,computer & network security,11 - 50,montevideo, montevideo, uruguay,linkedin.com/company/tib,14,16,4.0,20.0,13,1,CPTAG,126560000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.62,22.88,N/A,N/A,N/A
drt,drti.com,1997.0,defense & space,201 - 500,germantown, maryland, united states,linkedin.com/company/drt,208,337,3.7,20.0,24,6,DRTT,278780000.0,257780000.0,,,,1.06,,0.98,8.39,0.0114,0.0939,0.0861,0.0233,263720000.00000003,3.12,-0.115,149820000.0,30720000.0,3000000.0,,,56640000.0,0.67,22270000.0,17.23,37460000.0,25000000.0,1.61,-0.3122,0.1325,6.9,3.11,197337,13.46K,$20
onforce,onforce.com,2003.0,computer software,201 - 500,lexington, massachusetts, united states,linkedin.com/company/onforce,200,554,3.4,20.0,17,6,CFRI,686230.0,1500000.0,,,,8.07,0.05,17.59,-0.55,0.0,-37.6117,-0.366,-0.9704,85030.0,0.0,-0.40299999999999997,8980.0,-2740000.0,-3280000.0,-0.02,,374800.0,0.0,1760000.0,99.58,-2850000.0,-2040000.0,-4.84,-0.3,0.1325,0.0016,0.0003,N/A,N/A,N/A
entree,entree.cl,2011.0,venture capital & private equity,1 - 10,nagoya, aichi, japan,linkedin.com/company/entree,1,1,3.1,20.0,83,2,GHG,1150000000.0,1120000000.0,21.67,13.58,42.96,,4.36,,,0.4637,0.0,0.1126,0.2775,,,0.17800000000000002,664050000.0,,,0.52,0.321,,,,3.22,,,,-0.1164,0.1325,15.99,9.38,N/A,N/A,N/A
exela,exela.co,2010.0,outsourcing/offshoring,51 - 200,medellín, antioquia, colombia,linkedin.com/company/exela,35,63,2.6,20.0,20,2,XELA,52500000.0,1620000000.0,,8.75,,0.03,,1.04,10.12,-0.17989999999999998,0.0268,0.016399999999999998,,1570000000.0,10.39,-0.026000000000000002,376350000.0,160360000.0,-285500000.0,-1.893,,10310000.0,0.07,1540000000.0,,-902000.0,11040000.0,,-0.8759,0.1325,5.3636,0.332,N/A,N/A,N/A
utility,utility.com,2000.0,information technology and services,201 - 500,decatur, georgia, united states,linkedin.com/company/utility,152,211,4.1,20.0,9,3,BUI,370220000.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,0.1238,0.1325,24.5,17.4,N/A,N/A,N/A
joseph,joseph-fashion.com,1970.0,retail,201 - 500,london, london, united kingdom,linkedin.com/company/joseph-limited,147,634,3.0,20.0,6,1,STJO,86680.0,133630.0,,,,,,,,0.0,0.0,,,,,,,,-36270.0,-0.003,,27760.0,0.0,74700.0,,110660.0,,-1.12,-0.35,0.1325,0.15,0.0065,48459,115.43K,$1.05K
pai,pai.com,1983.0,financial services,201 - 500,de pere, wisconsin, united states,linkedin.com/company/pai,250,375,3.1,20.0,17,4,JP,57760000.0,64220000.0,1.34,,,,0.19,,,-0.7436,0.0,-0.076,-0.4264,,,-0.581,637190000.0,,,1.281,,,,,5.89,,,1.64,-0.7951,0.1325,9.71,1.45,49772,111.39K,$891
vlg,wefightboredom.com,2005.0,marketing and advertising,51 - 200,plano, texas, united states,linkedin.com/company/vlgmarketing,28,81,4.0,20.0,8,3,VLGEA,395590000.0,336190000.0,15.34,,,0.24,1.23,0.2,5.46,0.0155,0.0209,0.0435,0.0821,1640000000.0,117.03,0.011000000000000001,456720000.0,61550000.0,24880000.0,1.77,0.12,101120000.0,7.03,48790000.0,15.31,55790000.0,58760000.0,0.32,0.0373,0.1325,32.2,23.92,303312,6.56K,$13
amt,amt.com,1996.0,telecommunications,201 - 500,deerfield beach, florida, united states,linkedin.com/company/amt,110,148,3.5,20.0,11,1,AMTB,829110000.0,2200000000.0,17.61,21.06,,3.01,1.12,7.98,,0.1899,0.2961,0.0064,0.0673,275410000.0,6.47,0.013999999999999999,271660000.0,,52290000.0,1.22,0.033,,,1260000000.0,,,,,0.2937,0.1325,21.89,10.65,N/A,N/A,N/A
tegrit,tegrit.com,2008.0,information technology and services,51 - 200,livonia, michigan, united states,linkedin.com/company/tegrit,31,112,4.1,20.0,11,1,IGAP,113280000.0,111360000.0,,,,832.47,,818.34,-19.83,0.0,-41.4601,-1.5475,,136080.0,0.0,6.233,-52080.0,-5620000.0,-36870000.0,-0.47,,2280000.0,0.01,353670.0,2303.86,-4490000.0,-4160000.0,-2.73,0.2745,0.1325,0.76,0.1,N/A,N/A,N/A
go,meetgo.me,2014.0,insurance,1001 - 5000,mountain view, california, united states,linkedin.com/company/go,533,587,3.6,20.0,18,2,ANGO,565050000.0,484990000.0,9.34,79.05,8.32,2.07,0.93,1.78,18.4,0.2219,0.0032,0.0008,-0.0116,272730000.0,7.25,0.033,156000000.0,26360000.0,-6720000.0,1.61,,83650000.0,2.22,5090000.0,0.83,39780000.0,45080000.0,0.63,-0.29510000000000003,0.1325,25.48,13.72,N/A,N/A,N/A
shared,shared.com,2015.0,internet,51 - 200,ottawa, ontario, canada,linkedin.com/company/shared,34,56,4.2,20.0,18,8,AMS,13730000.0,36970000.0,23.6,,,0.69,0.54,1.87,3.65,0.0327,0.1393,0.0303,0.0367,19760000.0,3.38,0.005,14230000.0,10140000.0,647000.0,0.1,-0.892,1910000.0,0.33,18330000.0,57.71,6720000.0,5030000.0,0.88,-0.0717,0.1325,3.3,2.19,244284,9.44K,$285
forte,forte-industries.com,1980.0,logistics and supply chain,51 - 200,mason, ohio, united states,linkedin.com/company/forte,94,220,3.4,20.0,3,3,FRTA,709540000.0,2050000000.0,,40.7,1.03,0.47,5.72,1.37,11.95,-0.011000000000000001,0.0484,0.0244,-0.1313,1510000000.0,23.5,0.069,245570000.0,171920000.0,-16610000.0,-0.26,3.076,43850000.0,0.68,1390000000.0,1118.14,121510000.0,23710000.0,2.25,1.3369,0.1325,11.75,3.25,N/A,N/A,N/A
gs,globalsynergy.com.br,2007.0,internet,501 - 1000,nashville, tennessee, united states,linkedin.com/company/gs,266,293,1.8,20.0,8,5,ADVM,582580000.0,429290000.0,,-7.91,,1820.57,3.55,1341.54,-7.37,0.0,-187.0344,-0.1734,-0.3224,320000.0,0.0,-0.7,-48520000.0,-58240000.0,-61220000.0,-0.96,,161980000.0,2.51,27420000.0,16.7,-47060000.0,-34670000.0,2.55,1.3405,0.1325,16.38,2.81,N/A,N/A,N/A
barc,barc.gov.in,1945.0,research,5001 - 10000,bombay, maharashtra, india,linkedin.com/company/barc,1708,2649,4.2,194.0,57,67,BCS,37960000000.0,37880000000.0,77.77,,,,0.45,,,0.125,0.0,0.0021,0.0382,,,0.04,19670000000.0,,,0.11,,,,,,,,0.81,0.0304,0.1325,9.14,6.54,22506,324.03K,$497
sk telecom,sktelecom.com,1984.0,telecommunications,10001+,seoul, seoul-t'ukpyolsi, south korea,linkedin.com/company/sk-telecom,3991,5203,3.7,130.0,60,10,SKM,15200000000.0,15290000000.0,5.12,,,,0.86,,,0.0793,0.0,0.0178,0.0616,,,0.09,16520000000000.0,,,4.51,-0.7340000000000001,,,,40.59,,,0.1,-0.1168,0.1325,28.56,21.22,118701,30.63K,$107
cyren,cyren.com,1991.0,information technology and services,201 - 500,mclean, virginia, united states,linkedin.com/company/cyren,137,265,3.9,56.0,22,6,CYRN,98470000.0,96080000.0,,-7.9,-0.29,2.56,3.81,2.5,-7.19,-0.4981,-0.4964,-0.1932,-0.599,38440000.0,0.71,0.057,21360000.0,-13370000.0,-19150000.0,-0.354,,12400000.0,0.23,19630000.0,82.56,-8670000.0,-8600000.0,0.32,-0.4532,0.1325,3.02,1.3,418961,3.71K,$2.08K
cbi,cbi.org.uk,1965.0,non-profit organization management,1001 - 5000,london, greater london, united kingdom,linkedin.com/company/cbi,723,1495,3.2,29.0,21,4,ACBI,411280000.0,537310000.0,8.94,15.4,2.09,4.72,1.27,6.16,,0.5915,0.4084,0.0108,0.08779999999999999,87150000.0,3.58,0.079,84350000.0,,28500000.0,2.1,0.257,82810000.0,3.78,204780000.0,,97910000.0,,1.0,0.1,0.1325,19.79,15.11,N/A,N/A,N/A
dave,callingbrands.com,2012.0,marketing and advertising,51 - 200,london, greater london, united kingdom,linkedin.com/company/dave,53,78,4.6,28.0,8,3,PLAY,1210000000.0,2940000000.0,12.97,12.91,3.06,0.92,5.21,2.22,10.4,0.08779999999999999,0.1186,0.0562,0.33640000000000003,1320000000.0,35.4,0.08,370670000.0,282420000.0,116090000.0,3.04,-0.042,23320000.0,0.76,1730000000.0,695.08,309400000.0,34780000.0,0.83,-0.3405,0.1325,60.56,37.21,N/A,N/A,N/A
